zHD,MU
0.784,43.44864056358483
0.785,43.452042089678855
0.786,43.455439439069295
0.787,43.45883262170437
0.788,43.46222164749639
0.789,43.4656065263219
0.79,43.468987268021834
0.791,43.47236388240174
0.792,43.475736379231904
0.793,43.47910476824755
0.794,43.48246905914902
0.795,43.4858292616019
0.796,43.48918538523725
0.797,43.49253743965172
0.798,43.495885434407754
0.799,43.49922937903372
0.8,43.50256928302412
0.801,43.50590515583972
0.802,43.50923700690771
0.803,43.51256484562188
0.804,43.515888681342815
0.805,43.51920852339798
0.806,43.522524381081936
0.807,43.52583626365646
0.808,43.52914418035076
0.809,43.532448140361566
0.81,43.53574815285334
0.811,43.53904422695837
0.812,43.54233637177698
0.8130000000000001,43.54562459637765
0.8140000000000001,43.54890890979719
0.8150000000000001,43.55218932104086
0.8160000000000001,43.555465839082565
0.8170000000000001,43.558738472864945
0.8180000000000001,43.56200723129957
0.8190000000000001,43.565272123267064
0.8200000000000001,43.56853315761728
0.8210000000000001,43.57179034316941
0.8220000000000001,43.57504368871213
0.8230000000000001,43.57829320300377
0.8240000000000001,43.58153889477244
0.8250000000000001,43.58478077271619
0.8260000000000001,43.58801884550311
0.8270000000000001,43.5912531217715
0.8280000000000001,43.59448361013004
0.8290000000000001,43.59771031915787
0.8300000000000001,43.60093325740472
0.8310000000000001,43.60415243339113
0.8320000000000001,43.607367855608516
0.833,43.6105795325193
0.834,43.61378747255712
0.835,43.61699168412686
0.836,43.62019217560487
0.837,43.623388955339024
0.838,43.62658203164894
0.839,43.62977141282602
0.84,43.632957107133635
0.841,43.63613912280725
0.842,43.639317468054514
0.843,43.64249215105545
0.844,43.645663179962504
0.845,43.648830562900756
0.846,43.65199430796797
0.847,43.65515442323478
0.848,43.65831091674475
0.849,43.66146379651458
0.85,43.66461307053412
0.851,43.66775874676662
0.852,43.67090083314872
0.853,43.67403933759067
0.854,43.677174267976426
0.855,43.68030563216371
0.856,43.683433437984206
0.857,43.68655769324364
0.858,43.68967840572191
0.859,43.69279558317318
0.86,43.69590923332602
0.861,43.6990193638835
0.862,43.70212598252334
0.863,43.70522909689798
0.864,43.7083287146347
0.865,43.711424843335784
0.866,43.714517490578544
0.867,43.71760666391552
0.868,43.72069237087452
0.869,43.72377461895877
0.87,43.72685341564703
0.871,43.72992876839365
0.872,43.733000684628735
0.873,43.736069171758224
0.874,43.73913423716401
0.875,43.74219588820402
0.876,43.74525413221237
0.877,43.7483089764994
0.878,43.75136042835185
0.879,43.75440849503292
0.88,43.757453183782374
0.881,43.76049450181668
0.882,43.763532456329045
0.883,43.76656705448959
0.884,43.76959830344541
0.885,43.772626210320674
0.886,43.77565078221673
0.887,43.77867202621223
0.888,43.78168994936316
0.889,43.78470455870304
0.89,43.787715861242916
0.891,43.790723863971536
0.892,43.793728573855404
0.893,43.796729997838895
0.894,43.79972814284434
0.895,43.802723015772116
0.896,43.80571462350076
0.897,43.80870297288706
0.898,43.81168807076613
0.899,43.81466992395151
0.9,43.81764853923527
0.901,43.82062392338809
0.902,43.82359608315935
0.903,43.82656502527723
0.904,43.82953075644882
0.905,43.83249328336014
0.906,43.83545261267629
0.907,43.83840875104157
0.908,43.841361705079464
0.909,43.84431148139281
0.91,43.84725808656387
0.911,43.8502015271544
0.912,43.853141809705754
0.913,43.85607894073897
0.914,43.85901292675484
0.915,43.861943774234014
0.916,43.86487148963706
0.917,43.86779607940458
0.918,43.87071754995726
0.919,43.873635907696006
0.92,43.87655115900194
0.921,43.87946331023658
0.922,43.88237236774186
0.923,43.885278337840205
0.924,43.88818122683468
0.925,43.891081041009
0.926,43.89397778662763
0.927,43.89687146993588
0.928,43.89976209715998
0.929,43.90264967450715
0.93,43.90553420816569
0.931,43.90841570430503
0.932,43.911294169075845
0.933,43.91416960861012
0.934,43.91704202902123
0.935,43.919911436403986
0.936,43.92277783683475
0.937,43.92564123637149
0.9380000000000001,43.928501641053884
0.9390000000000001,43.93135905690333
0.9400000000000001,43.93421348992311
0.9410000000000001,43.93706494609838
0.9420000000000001,43.939913431396306
0.9430000000000001,43.9427589517661
0.9440000000000001,43.94560151313911
0.9450000000000001,43.948441121428885
0.9460000000000001,43.951277782531264
0.9470000000000001,43.9541115023244
0.9480000000000001,43.95694228666891
0.9490000000000001,43.95977014140787
0.9500000000000001,43.96259507236695
0.9510000000000001,43.96541708535442
0.9520000000000001,43.968236186161256
0.9530000000000001,43.97105238056123
0.9540000000000001,43.97386567431096
0.9550000000000001,43.97667607314992
0.9560000000000001,43.979483582800626
0.9570000000000001,43.98228820896862
0.9580000000000001,43.98508995734254
0.9590000000000001,43.98788883359425
0.96,43.99068484337882
0.961,43.99347799233467
0.962,43.99626828608359
0.963,43.99905573023082
